Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,State,BodyType,Doors,Seats,Price,Cylinders,Capacity(Liters),Country
Jeep,2023,Compass,Miedecke Motor Group - Used,2023 Jeep Compass Night Eagle,DEMO,Automatic,Front,Unleaded,7.9,22,White / -,New South Wales,SUV,4,5,44990,4,2.4,Australia
Land,2017,Rover,SUV,2017 Land Rover Discovery Sport TD4 150 SE 5 Seat,USED,Automatic,AWD,Diesel,5.3,182003,Grey / Black,New South Wales,SUV,4,5,24980,4,2.0,Australia
Toyota,1999,Landcruiser,SUV,1999 Toyota Landcruiser (4X4) 11 Seat,USED,Manual,4WD,Diesel,0.0,221109,White / Brown,Victoria,SUV,2,11,27999,6,4.2,Australia
Kia,2014,Sportage,SUV,2014 Kia Sportage SI (fwd),USED,Manual,Front,Unleaded,8.7,162211,Grey / Black,New South Wales,SUV,4,5,13750,4,2.0,Australia
Ford,2018,Endura,SUV,2018 Ford Endura Trend (awd),USED,Automatic,AWD,Diesel,6.7,30900,Silver / 2019/01,Victoria,SUV,4,5,34950,4,2.0,Australia
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,64560,White / -,New South Wales,Hatchback,4,5,19990,4,2.0,Australia
Nissan,2018,X-Trail,SUV,2018 Nissan X-Trail TI (4WD),USED,Automatic,4WD,Unleaded,8.3,11514,White / -,New South Wales,SUV,4,5,36971,4,2.5,Australia
Honda,2011,Odyssey,Wagon,2011 Honda Odyssey Luxury,USED,Automatic,Front,Unleaded,8.9,151582,Black / -,New South Wales,Wagon,4,7,15990,4,2.4,Australia
Hyundai,2010,Getz,Hatchback,2010 Hyundai Getz S,USED,Manual,Front,Unleaded,6.1,166540,White / -,Queensland,Hatchback,5,5,6990,4,1.4,Australia
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,4.2,49501,White / -,New South Wales,Hatchback,5,5,29990,4,1.8,Australia
Holden,2010,Commodore,Ute / Tray,2010 Holden Commodore SS-V,USED,Manual,Rear,Unleaded,14.0,105397,Yellow / -,New South Wales,Ute / Tray,2,2,36990,8,6.0,Australia
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,Front,Unleaded,6.0,51062,White / -,Victoria,Hatchback,5,5,28990,4,2.0,Australia
Nissan,2018,Pathfinder,SUV,2018 Nissan Pathfinder ST (4X2),USED,Automatic,Front,Premium,9.9,108903,White / Black,New South Wales,SUV,4,7,26920,6,3.5,Australia
Honda,2010,Civic,Sedan,2010 Honda Civic VTI,USED,Automatic,Front,Unleaded,7.2,175376,Black / -,Victoria,Sedan,4,5,12500,4,1.8,Australia
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Manual,4WD,Diesel,8.3,130284,White / -,New South Wales,Ute / Tray,2,2,33990,5,3.2,Australia
Mercedes-Benz,2006,C230,Sedan,2006 Mercedes-Benz C230 Elegance,USED,Automatic,Rear,Unleaded,9.6,79585,Silver / Black,Victoria,Sedan,4,5,13999,6,2.5,Australia
Jeep,2022,Wrangler,Miedecke Motor Group - Used,2022 Jeep Wrangler Unlimited Overland (4X4),DEMO,Automatic,4WD,Unleaded,9.7,19,- / -,New South Wales,SUV,4,5,84888,6,3.6,Australia
Volkswagen,2009,Passat,Sedan,2009 Volkswagen Passat CC V6 FSI,USED,Automatic,AWD,Premium,10.5,125613,Silver / Black,Victoria,Sedan,4,4,16800,6,3.6,Australia
Hyundai,2015,Iload,Commercial,2015 Hyundai Iload,USED,Automatic,Rear,Diesel,8.8,156449,White / Grey,New South Wales,Commercial,4,3,23990,4,2.5,Australia
Renault,2013,Trafic,Commercial,2013 Renault Trafic 2.0 DCI SWB,USED,Automatic,Front,Diesel,8.0,196860,White / Grey Cloth,Victoria,Commercial,2,3,16999,4,2.0,Australia
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,127085,White / -,New South Wales,Ute / Tray,4,5,39990,4,2.8,Australia
Mitsubishi,2013,Outlander,SUV,2013 Mitsubishi Outlander LS (4X4),USED,Automatic,AWD,Unleaded,7.5,170580,Grey / Black,New South Wales,SUV,4,7,17990,4,2.4,Australia
Toyota,2018,Kluger,SUV,2018 Toyota Kluger Grande (4X4),USED,Automatic,AWD,Unleaded,9.5,96384,Black / Black,Victoria,SUV,4,7,52090,6,3.5,Australia
Mini,2014,Cooper,Hatchback,2014 Mini Cooper S,USED,Automatic,Front,Premium,5.5,174863,Black / Black,Queensland,Hatchback,3,4,24500,4,2.0,Australia
Jeep,2023,Wrangler,Miedecke Motor Group - Used,2023 Jeep Wrangler Unlimited Rubicon (4X4),DEMO,Automatic,4WD,Unleaded,10.3,17,Black / -,New South Wales,SUV,4,5,88888,6,3.6,Australia
Peugeot,2006,307,Wagon,2006 Peugeot 307 HDI Touring Oxygo,USED,Automatic,Front,Diesel,6.9,203090,Grey / -,Victoria,Wagon,4,5,6999,4,2.0,Australia
Toyota,2012,Landcruiser,SUV,2012 Toyota Landcruiser Prado GX (4X4),USED,Automatic,4WD,Diesel,8.5,276071,White / -,New South Wales,SUV,4,5,24800,4,3.0,Australia
Suzuki,2021,Vitara,SUV,2021 Suzuki Vitara Turbo,USED,Automatic,Front,Premium,5.9,38095,White / Black,New South Wales,SUV,4,5,31910,4,1.4,Australia
Hyundai,2018,I40,Wagon,2018 Hyundai I40 Active Tourer,USED,Automatic,Front,Unleaded,7.5,84660,White / Grey,New South Wales,Wagon,4,5,22990,4,2.0,Australia
Mazda,2021,CX-9,SUV,2021 Mazda CX-9 GT (awd),USED,Automatic,AWD,Unleaded,8.8,16212,White / Red,New South Wales,SUV,4,7,59730,4,2.5,Australia
Holden,2017,UTE,Ute / Tray,2017 Holden UTE,USED,Automatic,Rear,Unleaded,9.9,203888,White / Grey,Victoria,Ute / Tray,2,2,20990,6,3.6,Australia
Ford,2011,Falcon,Sedan,2011 Ford Falcon XR6T,USED,Automatic,Rear,Unleaded,11.7,124841,Silver / -,New South Wales,Sedan,4,5,29785,6,4.0,Australia
Holden,2019,Colorado,Ute / Tray,2019 Holden Colorado LS (4X4),USED,Automatic,4WD,Diesel,8.6,27427,White / Grey,New South Wales,Ute / Tray,4,5,40955,4,2.8,Australia
Mazda,2013,6,Sedan,2013 Mazda 6 Touring,USED,Automatic,Front,Unleaded,6.6,125874,Red / Black,Victoria,Sedan,4,5,21690,4,2.5,Australia
Mercedes-Benz,2015,B200,Hatchback,2015 Mercedes-Benz B200 CDI Edition Start,USED,Automatic,Front,Diesel,5.6,66124,Silver / Black,Victoria,Hatchback,5,5,26990,4,1.8,Australia
GWM,2022,Haval,SUV,2022 GWM Haval Jolion Ultra,USED,Automatic,Front,Premium,8.1,22487,White / -,New South Wales,SUV,4,5,29990,4,1.5,Australia
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser GXL (4X4),USED,Manual,4WD,Diesel,11.9,113127,White / Grey,New South Wales,SUV,2,5,79530,8,4.5,Australia
Ford,2011,Territory,SUV,2011 Ford Territory Titanium (4X4),USED,Automatic,AWD,Diesel,9.0,214700,Blue / -,Queensland,SUV,4,7,12989,6,2.7,Australia
Volkswagen,2013,Transporter,Commercial,2013 Volkswagen Transporter TDI 250 SWB LOW,USED,Manual,Front,Diesel,7.5,266900,White / -,Victoria,Commercial,2,2,14650,4,2.0,Australia
Volkswagen,2020,Amarok,Ute / Tray,2020 Volkswagen Amarok TDI550 Core 4Motion (4X4),USED,Manual,4WD,Diesel,9.7,21047,White / -,New South Wales,Ute / Tray,4,5,46981,6,3.0,Australia
Ford,2015,Territory,SUV,2015 Ford Territory Titanium (rwd),USED,Automatic,Rear,Diesel,8.2,56325,Grey / Leather,Queensland,SUV,4,7,26990,6,2.7,Australia
Mitsubishi,2023,Triton,Upper Hunter Automotive New Cars,2023 Mitsubishi Triton GSR (4X4),NEW,Automatic,4WD,Diesel,8.6,5,White / Black Leather,New South Wales,Ute / Tray,4,5,62280,4,2.4,Australia
Toyota,2006,RAV4,SUV,2006 Toyota RAV4 Cruiser (4X4),USED,Automatic,4WD,Unleaded,9.6,241645,Blue / -,New South Wales,SUV,4,5,11990,4,2.4,Australia
LDV,2021,T60,Ute / Tray,2021 LDV T60 PRO (4X4),USED,Automatic,4WD,Diesel,8.5,40418,White / -,New South Wales,Ute / Tray,4,5,29990,4,2.8,Australia
Mazda,2005,3,Sedan,2005 Mazda 3 NEO,USED,Automatic,Front,Unleaded,8.9,299058,Silver / -,New South Wales,Sedan,4,5,4800,4,2.0,Australia
Ram,2019,1500,Commercial,2019 Ram 1500 Express (4X4) BLK PAK W/Rboxes,USED,Automatic,4WD,Unleaded,12.2,79709,Black / -,Queensland,Commercial,4,5,84990,8,5.7,Australia
Kia,2023,Seltos,Upper Hunter Automotive New Cars,2023 Kia Seltos Sport+ (awd),NEW,Automatic,AWD,Unleaded,7.4,10,Blue / Black,New South Wales,SUV,4,5,42499,4,1.6,Australia
Ford,2018,Mustang,Coupe,2018 Ford Mustang Fastback GT 5.0 V8,USED,Manual,Rear,Premium,13.1,41900,Silver / -,Queensland,Coupe,2,4,44900,8,5.0,Australia
Mercedes-Benz,2010,C250,Sedan,2010 Mercedes-Benz C250 CGI Avantgarde,USED,Automatic,Rear,Premium,7.7,67345,White / -,Victoria,Sedan,4,5,19999,4,1.8,Australia
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR5 (4X4),USED,Manual,4WD,Diesel,8.3,167996,White / Grey,New South Wales,Ute / Tray,4,5,37980,4,3.0,Australia
Nissan,2013,Navara,Ute / Tray,2013 Nissan Navara ST-X (4X4),USED,Automatic,4WD,Diesel,9.5,146463,White / -,New South Wales,Ute / Tray,4,5,24750,6,3.0,Australia
Ford,2017,Focus,Hatchback,2017 Ford Focus RS,USED,Manual,AWD,Premium,8.1,41480,Black / Black Leather,New South Wales,Hatchback,5,5,46990,4,2.3,Australia
Audi,2016,A4,Sedan,2016 Audi A4 2.0 Tfsi Quattro S Tronic SPT,USED,Automatic,AWD,Premium,6.3,120150,Silver / Black,New South Wales,Sedan,4,5,26990,4,2.0,Australia
Mazda,2012,CX-9,SUV,2012 Mazda CX-9 Classic (fwd),USED,Automatic,Front,Unleaded,11.0,93571,Red / Grey,Victoria,SUV,4,7,19990,6,3.7,Australia
Toyota,2013,86,Coupe,2013 Toyota 86 GTS,USED,Automatic,Rear,Premium,7.1,68808,Red / Black Cloth,Victoria,Coupe,2,4,29890,4,2.0,Australia
Mitsubishi,2015,Pajero,SUV,2015 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,4WD,Diesel,9.0,72316,White / Black,New South Wales,SUV,4,7,47970,4,3.2,Australia
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,8.3,118786,Grey / Black,New South Wales,Ute / Tray,4,5,37990,5,3.2,Australia
Holden,2018,Commodore,Wagon,2018 Holden Commodore LT (5YR),USED,Automatic,Front,Premium,7.7,101496,Black / Grey,New South Wales,Wagon,4,5,16990,4,2.0,Australia
Holden,2010,Cruze,Sedan,2010 Holden Cruze CD,USED,Automatic,Front,Unleaded,7.5,207504,Blue / Grey,Victoria,Sedan,4,5,8990,4,1.8,Australia
Porsche,2015,Boxster,Convertible,2015 Porsche Boxster Black Edition,USED,Automatic,Rear,Premium,7.7,39453,Black / Black Leather,New South Wales,Convertible,2,2,107990,6,2.7,Australia
Hyundai,2016,Santa,SUV,2016 Hyundai Santa FE Active Crdi (4X4),USED,Automatic,AWD,Diesel,7.8,113985,Red / Grey,New South Wales,SUV,4,7,25990,4,2.2,Australia
Jeep,2014,Patriot,SUV,2014 Jeep Patriot Sport (4X2),USED,Automatic,Rear,Premium,8.4,69946,Silver / Grey,Victoria,SUV,4,5,18990,4,2.0,Australia
Hyundai,2020,Iload,Commercial,2020 Hyundai Iload 3S Liftback,USED,Automatic,Rear,Diesel,8.8,80431,White / Grey Cloth,Victoria,Commercial,4,3,39999,4,2.5,Australia
Holden,2012,Captiva,SUV,2012 Holden Captiva 7 LX (4X4),USED,Automatic,AWD,Diesel,8.1,67824,Silver / Black,New South Wales,SUV,4,7,14990,4,2.2,Australia
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX (4X4),USED,Manual,4WD,Diesel,8.2,138326,White / -,New South Wales,Ute / Tray,2,4,33995,4,3.0,Australia
Volkswagen,2015,Jetta,Sedan,2015 Volkswagen Jetta 118 TSI Trendline,USED,Automatic,Front,Premium,6.2,126124,Grey / Black,Australian Capital Territory,Sedan,4,5,13990,4,1.4,Australia
Kia,2021,Carnival,Wagon,2021 Kia Carnival S,USED,Automatic,Front,Unleaded,9.6,41056,Silver / -,Victoria,Wagon,4,8,49888,6,3.5,Australia
Nissan,2011,Murano,SUV,2011 Nissan Murano ST,USED,Automatic,4WD,Unleaded,10.9,184807,Silver / -,New South Wales,SUV,4,5,11990,6,3.5,Australia
Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,7.2,84679,White / -,New South Wales,Ute / Tray,4,5,32995,4,2.4,Australia
Honda,2018,Civic,Hatchback,2018 Honda Civic VTI,USED,Automatic,Front,Unleaded,6.4,67781,Grey / -,New South Wales,Hatchback,5,5,25990,4,1.8,Australia
Ford,2006,Focus,Hatchback,2006 Ford Focus CL,USED,Automatic,Front,Unleaded,8.0,129305,Grey / -,Australian Capital Territory,Hatchback,5,5,9499,4,2.0,Australia
Hyundai,2019,Iload,Commercial,2019 Hyundai Iload 3S Liftback,USED,Automatic,Rear,Diesel,8.8,158757,White / -,Victoria,Commercial,4,3,33990,4,2.5,Australia
Kia,2016,Cerato,Hatchback,2016 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,96006,Blue / Black,New South Wales,Hatchback,5,5,15690,4,2.0,Australia
Renault,2015,Clio,Hatchback,2015 Renault Clio Expression,USED,Automatic,Front,Unleaded,5.2,88702,White / Black,New South Wales,Hatchback,5,5,13990,4,1.2,Australia
Toyota,2019,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,4.2,23131,White / -,Victoria,Sedan,4,5,41990,4,2.5,Australia
Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,7.2,147282,White / Grey,New South Wales,Ute / Tray,4,5,26995,4,2.4,Australia
Fiat,2017,Doblo,Commercial,2017 Fiat Doblo SWB (low),USED,Automatic,Front,Diesel,4.9,96260,White / Grey,New South Wales,Commercial,2,2,15990,4,1.6,Australia
Kia,2016,Sorento,SUV,2016 Kia Sorento Platinum (4X4),USED,Automatic,AWD,Diesel,7.8,109900,White / Black,Australian Capital Territory,SUV,4,7,29990,4,2.2,Australia
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,AWD,Unleaded,7.2,82213,White / Black,Victoria,SUV,4,7,30900,4,2.4,Australia
Kia,2014,Sportage,SUV,2014 Kia Sportage Platinum (awd),USED,Automatic,AWD,Unleaded,8.8,55815,Brown / Black,Victoria,SUV,4,5,24990,4,2.0,Australia
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,AWD,Hybrid,5.6,53095,Grey / -,New South Wales,SUV,5,7,64990,4,2.5,Australia
Toyota,2017,Kluger,SUV,2017 Toyota Kluger GX (4X4),USED,Automatic,AWD,Unleaded,9.5,119550,- / Grey/Black,Victoria,SUV,4,7,34990,6,3.5,Australia
Suzuki,2020,Jimny,SUV,2020 Suzuki Jimny,USED,Manual,4WD,Unleaded,6.4,21896,Green / -,New South Wales,SUV,2,4,34990,4,1.5,Australia
Toyota,2008,RAV4,SUV,2008 Toyota RAV4 SX6,USED,Automatic,4WD,Unleaded,10.5,224440,Black / Black,New South Wales,SUV,4,5,14990,6,3.5,Australia
Hyundai,2016,I30,Wagon,2016 Hyundai I30 Tourer 1.6 GDI,USED,Automatic,Front,Unleaded,6.0,18614,White / Leather,Australian Capital Territory,Wagon,4,5,22990,4,1.6,Australia
Holden,2015,Astra,Hatchback,2015 Holden Astra GTC,USED,Manual,Front,Premium,6.9,117661,Blue / -,Queensland,Hatchback,3,5,11990,4,1.6,Australia
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,148978,White / -,New South Wales,Ute / Tray,4,5,45999,4,2.8,Australia
Nissan,2012,Murano,SUV,2012 Nissan Murano TI,USED,Automatic,4WD,Unleaded,10.9,234270,White / -,Queensland,SUV,4,5,9999,6,3.5,Australia
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux Workmate (4X2),USED,Automatic,Front,Unleaded,10.9,41892,Grey / Black,New South Wales,Ute / Tray,2,2,36990,4,2.7,Australia
Kia,2014,RIO,Hatchback,2014 Kia RIO SI,USED,Automatic,Front,Unleaded,6.1,77000,White / Black,Victoria,Hatchback,5,5,14500,4,1.6,Australia
Nissan,2018,Pathfinder,SUV,2018 Nissan Pathfinder ST (4X2),USED,Automatic,Front,Premium,9.9,51573,White / -,New South Wales,SUV,4,7,31485,6,3.5,Australia
Mazda,2014,3,Hatchback,2014 Mazda 3 Touring,USED,Automatic,Front,Unleaded,5.8,130161,White / Black,Australian Capital Territory,Hatchback,5,5,17980,4,2.0,Australia
Kia,2021,Sportage,SUV,2021 Kia Sportage S (fwd),USED,Automatic,Front,Unleaded,7.9,32412,Black / Black Cloth,Victoria,SUV,4,5,30890,4,2.0,Australia
Mazda,2006,6,Wagon,2006 Mazda 6 Classic,USED,Automatic,Front,Premium,8.9,148000,Silver / -,Victoria,Wagon,4,5,7800,4,2.3,Australia
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,7.5,166160,White / Grey,New South Wales,Ute / Tray,4,5,24990,4,2.2,Australia
Audi,2022,Q3,Bellbowrie Motor Group New Cars,2022 Audi Q3 35 Tfsi,DEMO,Automatic,Front,Premium,7.2,1134,White / -,New South Wales,SUV,4,5,66490,4,1.4,Australia
Ford,2013,Ranger,Ute / Tray,2013 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,8.9,189538,Grey / Grey  Cloth,Australian Capital Territory,Ute / Tray,4,5,23500,5,3.2,Australia
Ford,2010,Focus,Hatchback,2010 Ford Focus CL,USED,Automatic,Front,Unleaded,8.2,174800,Silver / Black,Victoria,Hatchback,5,5,9500,4,2.0,Australia
Holden,2014,Commodore,Sedan,2014 Holden Commodore SS-V,USED,Automatic,Rear,Premium,11.8,129536,White / -,New South Wales,Sedan,4,5,39986,8,6.0,Australia
Toyota,2014,Hilux,Ute / Tray,2014 Toyota Hilux Workmate,USED,Manual,Rear,Diesel,8.1,165549,White / -,New South Wales,Ute / Tray,2,2,24999,4,3.0,Australia
Audi,2013,A3,Hatchback,2013 Audi A3 Sportback 2.0 TDI Ambition,USED,Automatic,Front,Diesel,5.3,120413,White / Black,Victoria,Hatchback,5,5,19950,4,2.0,Australia
Jeep,2023,Compass,Knox Ford & Jeep,2023 Jeep Compass Night Eagle,NEW,Automatic,Front,Unleaded,7.9,19,- / -,Victoria,SUV,4,5,44990,4,2.4,Australia
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,6.0,964,Grey / -,New South Wales,SUV,5,5,45990,4,2.0,Australia
Jeep,2019,Grand,SUV,2019 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Diesel,7.5,52796,White / -,New South Wales,SUV,4,5,51990,6,3.0,Australia
Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,119718,Red / Cloth,Australian Capital Territory,Sedan,4,5,14999,4,1.8,Australia
Nissan,2014,X-Trail,SUV,2014 Nissan X-Trail ST (fwd),USED,Automatic,Front,Unleaded,7.9,179415,- / -,Victoria,SUV,4,5,17999,4,2.5,Australia
Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LS (4X4),USED,Manual,4WD,Diesel,7.9,146637,White / -,New South Wales,Ute / Tray,4,5,41990,4,2.8,Australia
Nissan,2004,Patrol,SUV,2004 Nissan Patrol ST-S (4X4),USED,Manual,4WD,Diesel,11.6,318198,Silver / -,New South Wales,SUV,4,7,39986,6,4.2,Australia
Mitsubishi,2018,ASX,SUV,2018 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,7.6,86752,Grey / Cloth,Victoria,SUV,4,5,24905,4,2.0,Australia
Holden,2018,Commodore,Hatchback,2018 Holden Commodore RS,USED,Automatic,AWD,Unleaded,8.9,48546,White / Cloth,Victoria,Hatchback,5,5,29990,6,3.6,Australia
Jeep,2022,Gladiator,Bellbowrie Motor Group New Cars,2022 Jeep Gladiator Night Eagle (4X4),NEW,Automatic,4WD,Unleaded,12.4,14,Grey / -,New South Wales,Ute / Tray,4,5,72840,6,3.6,Australia
Honda,2018,Civic,Sedan,2018 Honda Civic VTI-LX,USED,Automatic,Front,Unleaded,6.0,67579,Silver / Black,Australian Capital Territory,Sedan,4,5,28670,4,1.5,Australia
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,Front,Hybrid,4.7,124,White / 2022/07,Victoria,SUV,5,5,54950,4,2.5,Australia
BMW,2017,X1,SUV,2017 BMW X1 Xdrive 25I,USED,Automatic,AWD,Premium,6.6,93351,Black / -,New South Wales,SUV,4,5,31990,4,2.0,Australia
Mitsubishi,2019,Eclipse,SUV,2019 Mitsubishi Eclipse Cross LS (awd),USED,Automatic,AWD,Unleaded,7.7,106148,White / -,New South Wales,SUV,4,5,24999,4,1.5,Australia
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.0D Premium,USED,Automatic,AWD,Diesel,6.3,104186,Grey / -,Victoria,SUV,4,5,29990,4,2.0,Australia
Mercedes-Benz,2016,C250,Wagon,2016 Mercedes-Benz C250,USED,Automatic,Rear,Premium,6.2,92063,"Silver / Leather Black , Black",Victoria,Wagon,4,5,48800,4,2.0,Australia
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,9.2,188420,- / -,New South Wales,Ute / Tray,4,5,33990,5,3.2,Australia
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.0D,USED,Automatic,AWD,Diesel,6.3,148667,Silver / 2018/12,Victoria,SUV,4,5,26950,4,2.0,Australia
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser LC200 Sahara (4X4),USED,Automatic,4WD,Diesel,9.5,86396,Grey / Black,New South Wales,SUV,4,7,123888,8,4.5,Australia
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger XLT 3.0 (4X4),USED,Automatic,4WD,Diesel,8.4,13935,Blue / Ebony,Victoria,Ute / Tray,4,5,71490,6,3.0,Australia
BMW,2017,420I,Coupe,2017 BMW 420I Sport Line,USED,Automatic,Rear,Premium,6.1,56534,Grey / Dakota Leather,Victoria,Coupe,2,4,39990,4,2.0,Australia
Holden,2015,Captiva,SUV,2015 Holden Captiva 7 LS (fwd),USED,Automatic,Front,Unleaded,9.0,129228,Red / -,New South Wales,SUV,4,7,13990,4,2.4,Australia
Toyota,2017,HiAce,Commercial,2017 Toyota HiAce LWB,USED,Manual,Rear,Diesel,8.1,76576,White / -,Queensland,Commercial,4,2,34990,4,3.0,Australia
Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,Front,Unleaded,6.8,54239,Grey / Black,New South Wales,SUV,4,7,26990,4,2.4,Australia
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,79764,White / Black,Victoria,SUV,5,5,55990,4,2.5,Australia
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GXL (2WD),USED,Automatic,Front,Unleaded,6.0,21557,Silver / Black,Australian Capital Territory,SUV,5,5,44980,4,2.0,Australia
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,Front,Diesel,8.1,140213,White / -,Victoria,SUV,4,7,33990,4,3.0,Australia
Ford,2020,Fiesta,Hatchback,2020 Ford Fiesta ST,USED,Manual,Front,Premium,6.3,36444,Blue / -,New South Wales,Hatchback,5,5,29990,3,1.5,Australia
Mitsubishi,2010,Pajero,SUV,2010 Mitsubishi Pajero GL LWB (4X4),USED,Automatic,4WD,Diesel,9.2,248670,White / Black Cloth,Victoria,SUV,4,5,22987,4,3.2,Australia
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,Front,Unleaded,7.8,131000,White / Grey,Queensland,Sedan,4,5,23950,4,2.5,Australia
Kia,2017,Cerato,Sedan,2017 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,101146,Grey / Cloth,Australian Capital Territory,Sedan,4,5,18900,4,2.0,Australia
Audi,2022,A3,Audi Centre Gold Coast NEW Frizelle Sunshine Automotive,2022 Audi A3 35 Tfsi Mhev,DEMO,Automatic,Front,Premium,4.9,4100,Silver / Black,Queensland,Sedan,4,5,50990,4,1.5,Australia
Ford,2019,Everest,SUV,2019 Ford Everest Trend (4WD 7 Seat),USED,Automatic,4WD,Diesel,8.5,110962,Brown / -,Victoria,SUV,4,7,49990,5,3.2,Australia
Skoda,2019,Octavia,Sedan,2019 Skoda Octavia 110 TSI,USED,Automatic,Front,Premium,5.2,47252,Grey / -,Queensland,Sedan,4,5,19990,4,1.4,Australia
Toyota,2021,Yaris,SUV,2021 Toyota Yaris Cross GXL Hybrid,USED,Automatic,Front,Hybrid,3.8,16622,Black / -,New South Wales,SUV,4,5,38450,3,1.5,Australia
Toyota,2019,Kluger,SUV,2019 Toyota Kluger Grande (4X4),USED,Automatic,AWD,Unleaded,9.5,32493,Silver / Black Leather,Victoria,SUV,4,7,55999,6,3.5,Australia
Toyota,2018,HiAce,People Mover,2018 Toyota HiAce Commuter (12 Seats),USED,Automatic,Rear,Diesel,9.5,24237,White / -,Victoria,People Mover,3,12,73950,4,3.0,Australia
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,8.5,96124,Silver / Black,Victoria,Ute / Tray,4,5,57990,4,2.8,Australia
Holden,2017,Colorado,Ute / Tray,2017 Holden Colorado LTZ (4X2),USED,Automatic,Rear,Diesel,8.9,138241,White / Grey,New South Wales,Ute / Tray,4,5,29990,4,2.8,Australia
Subaru,2015,XV,SUV,2015 Subaru XV 2.0I,USED,Automatic,AWD,Unleaded,7.1,110338,Green / Black,Queensland,SUV,4,5,19990,4,2.0,Australia
Mitsubishi,2019,Eclipse,SUV,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,Front,Unleaded,7.3,63501,White / -,Victoria,SUV,4,5,28990,4,1.5,Australia
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara DX,USED,Manual,Rear,Unleaded,9.9,89442,White / -,Victoria,Ute / Tray,4,5,29990,4,2.5,Australia
Mazda,2009,3,Sedan,2009 Mazda 3 Maxx Sport,USED,Automatic,Front,Unleaded,8.2,182000,Blue / -,New South Wales,Sedan,4,5,9990,4,2.0,Australia
Mazda,2016,CX-5,SUV,2016 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Diesel,5.7,129932,Silver / Cloth,Australian Capital Territory,SUV,4,5,20990,4,2.2,Australia
