Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,State,BodyType,Doors,Seats,Price,Cylinders,Capacity(Liters),Country
Toyota,2011,Yaris,Hatchback,2011 Toyota Yaris YR,USED,Automatic,Front,Unleaded,6.5,99300,Grey / Grey,New South Wales,Hatchback,5,5,17990,4,1.3,Australia
Hyundai,2022,I30,Heartland Hyundai Kings Park New & Demo,2022 Hyundai I30 N Premium With Sunroof,DEMO,Automatic,Front,Premium,8.2,2001,Grey / -,New South Wales,Sedan,4,5,55888,4,2.0,Australia
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9.2,165454,White / -,New South Wales,Ute / Tray,4,5,32888,5,3.2,Australia
Honda,2009,Accord,Sedan,2009 Honda Accord Euro Euro,USED,Automatic,Front,Premium,8.9,150001,Grey / -,New South Wales,Sedan,4,5,12999,4,2.4,Australia
Land,2013,Rover,SUV,2013 Land Rover Range Rover Evoque TD4 Dynamic,USED,Automatic,AWD,Diesel,5.7,121100,White / -,New South Wales,SUV,5,5,31800,4,2.2,Australia
Hyundai,2014,Iload,Commercial,2014 Hyundai Iload,USED,Manual,Rear,Diesel,8.0,109306,White / Black,New South Wales,Commercial,4,3,22880,4,2.5,Australia
Nissan,2018,Qashqai,SUV,2018 Nissan Qashqai ST,USED,Automatic,Front,Unleaded,6.9,58999,White / Black,New South Wales,SUV,4,5,25800,4,2.0,Australia
Audi,2008,Q7,SUV,2008 Audi Q7 3.0 TDI Quattro,USED,Automatic,AWD,Diesel,10.5,163107,Black / -,New South Wales,SUV,4,5,16995,6,3.0,Australia
Mazda,2018,3,Hatchback,2018 Mazda 3 Maxx Sport,USED,Automatic,Front,Unleaded,5.8,139723,White / -,New South Wales,Hatchback,5,5,19490,4,2.0,Australia
Ford,2018,Transit,Commercial,2018 Ford Transit 350L (LWB) FWD Mid Roof (5 Yr),USED,Automatic,Front,Diesel,0.0,180588,White / Grey,New South Wales,Commercial,2,3,42000,4,2.0,Australia
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Premium,USED,Automatic,Front,Unleaded,6.9,47850,Silver / Leather 47807,New South Wales,Hatchback,5,5,19990,4,1.8,Australia
Hyundai,2016,I30,Hatchback,2016 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.3,72363,White / -,New South Wales,Hatchback,5,5,19990,4,1.8,Australia
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan 140 TDI Highline,USED,Automatic,AWD,Diesel,5.9,102563,Black / Black,New South Wales,SUV,4,5,33880,4,2.0,Australia
Toyota,2019,HiAce,People Mover,2019 Toyota HiAce Commuter (12 Seats),USED,Automatic,Rear,Diesel,9.5,68410,White / -,New South Wales,People Mover,3,12,71990,4,2.8,Australia
Toyota,2021,HiAce,People Mover,2021 Toyota HiAce Slwb Commuter GL (12 Seats),USED,Automatic,Rear,Diesel,0.0,81184,White / -,New South Wales,People Mover,3,12,74990,4,2.8,Australia
BMW,2008,320I,Sedan,2008 BMW 320I Executive,USED,Automatic,Rear,Unleaded,8.0,130360,Blue / Camel,New South Wales,Sedan,4,5,9995,4,2.0,Australia
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR,USED,Automatic,Rear,Unleaded,11.5,124497,White / -,New South Wales,Ute / Tray,4,5,31999,6,4.0,Australia
Bentley,2015,Continental,Coupe,2015 Bentley Continental GT V8 S,USED,Automatic,AWD,Premium,10.5,53266,- / -,New South Wales,Coupe,2,4,199900,8,4.0,Australia
Toyota,2015,Hiace,Commercial,2015 Toyota Hiace LWB,USED,Automatic,Rear,Diesel,8.0,101886,White / -,New South Wales,Commercial,4,2,37990,4,3.0,Australia
Mercedes-Benz,2020,CLA,Sedan,2020 Mercedes-Benz CLA 250 4Matic,USED,Automatic,AWD,Premium,6.7,61693,White / -,New South Wales,Sedan,4,5,56800,4,2.0,Australia
Subaru,2013,Impreza,Hatchback,2013 Subaru Impreza 2.0I (awd),USED,Automatic,AWD,Unleaded,6.8,150000,- / -,New South Wales,Hatchback,5,5,9999,4,2.0,Australia
Toyota,2023,Kluger,SUV,2023 Toyota Kluger Grande Hybrid AWD,USED,Automatic,AWD,Hybrid,5.6,37,Black / Black,New South Wales,SUV,5,7,89990,4,2.5,Australia
Land,2014,Rover,SUV,2014 Land Rover Range Rover Sport 3.0 SDV6 Autobiography,USED,Automatic,AWD,Diesel,7.5,191825,White / Black,New South Wales,SUV,4,5,54990,6,3.0,Australia
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,Front,Unleaded,9.0,129820,White / -,New South Wales,SUV,4,7,18995,4,2.4,Australia
Ford,2014,Kuga,SUV,2014 Ford Kuga Ambiente (awd),USED,Automatic,AWD,Premium,7.7,86655,Brown / Black,New South Wales,SUV,4,5,18990,4,1.6,Australia
Toyota,2009,Hilux,Ute / Tray,2009 Toyota Hilux SR,USED,Automatic,Rear,Unleaded,12.1,259000,Grey / -,New South Wales,Ute / Tray,4,5,12990,6,4.0,Australia
Hyundai,2016,Santa,SUV,2016 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,AWD,Diesel,7.8,79308,Grey / Black,New South Wales,SUV,4,7,33800,4,2.2,Australia
Holden,2014,Cruze,Wagon,2014 Holden Cruze CD,USED,Automatic,Front,Unleaded,7.4,154070,White / Grey,New South Wales,Wagon,4,5,9990,4,1.8,Australia
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger XL 2.0 (4X4),USED,Automatic,4WD,Diesel,8.0,6930,Grey / Ebony Cloth,New South Wales,Ute / Tray,4,5,54990,4,2.0,Australia
Holden,2013,Colorado,Ute / Tray,2013 Holden Colorado LX (4X4),USED,Manual,4WD,Diesel,8.1,123905,- / -,New South Wales,Ute / Tray,2,2,24995,4,2.8,Australia
Audi,2011,A1,Hatchback,2011 Audi A1 1.4 Tfsi Ambition,USED,Manual,Front,Premium,5.3,166218,Black / -,New South Wales,Hatchback,3,4,10888,4,1.4,Australia
Audi,2013,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,Front,Premium,5.6,64111,Black / -,New South Wales,Hatchback,5,5,19950,4,1.8,Australia
Subaru,2017,Liberty,Sedan,2017 Subaru Liberty 2.5I,USED,Automatic,AWD,Premium,7.3,111200,White / Black,New South Wales,Sedan,4,5,20900,4,2.5,Australia
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,7.2,224000,White / -,New South Wales,Ute / Tray,4,5,18500,4,2.4,Australia
Nissan,2015,Pathfinder,SUV,2015 Nissan Pathfinder TI (4X4),USED,Automatic,4WD,Premium,10.2,92420,Black / Black,New South Wales,SUV,4,7,29990,6,3.5,Australia
Porsche,2004,Cayenne,SUV,2004 Porsche Cayenne S,USED,Automatic,AWD,Premium,14.9,139190,Black / -,New South Wales,SUV,4,5,21600,8,4.5,Australia
Great,2013,Wall,Ute / Tray,2013 Great Wall V240 (4X2),USED,Manual,Rear,Unleaded,10.7,199997,White / -,New South Wales,Ute / Tray,2,2,7992,4,2.4,Australia
Honda,2004,CR-V,SUV,2004 Honda CR-V (4X4) Sport,USED,Automatic,4WD,Unleaded,9.0,227892,Red / -,New South Wales,SUV,4,5,9999,4,2.4,Australia
Mitsubishi,2013,Pajero,SUV,2013 Mitsubishi Pajero VR-X LWB (4X4),USED,Automatic,4WD,Diesel,9.0,305720,Silver / -,New South Wales,SUV,4,7,17950,4,3.2,Australia
Mini,2004,Cooper,Hatchback,2004 Mini Cooper,USED,Automatic,Front,Unleaded,7.7,190380,Gold / Black Leather,New South Wales,Hatchback,2,4,9995,4,1.6,Australia
Mazda,2022,CX-5,Stanmore Mazda,2022 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,Front,Unleaded,7.5,827,Gold / Black Cloth,New South Wales,SUV,4,5,42288,4,2.5,Australia
Mini,2013,Countryman,SUV,2013 Mini Countryman Cooper D,USED,Automatic,Front,Diesel,5.6,213779,White / -,New South Wales,SUV,4,4,11750,4,2.0,Australia
Holden,2013,Cruze,Sedan,2013 Holden Cruze SRI,USED,Automatic,Front,Unleaded,6.9,178698,Grey / Grey,New South Wales,Sedan,4,5,7990,4,1.4,Australia
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.2,166220,White / -,New South Wales,Ute / Tray,4,4,35999,5,3.2,Australia
Tesla,2020,Model,Sedan,2020 Tesla Model 3 Performance,USED,Automatic,Rear,Electric,0.0,33248,Grey / -,New South Wales,Sedan,5,5,82800,0,,Australia
Mazda,2022,CX-5,Liverpool Mazda New Cars,2022 Mazda CX-5 Touring Active (awd),DEMO,Automatic,AWD,Diesel,6.0,3887,White / -,New South Wales,SUV,4,5,45779,4,2.2,Australia
BMW,2014,320D,Sedan,2014 BMW 320D,USED,Automatic,Rear,Diesel,4.5,113134,Silver / -,New South Wales,Sedan,4,5,26888,4,2.0,Australia
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX (4X4),USED,Manual,4WD,Diesel,8.2,179008,White / Grey  Cloth,New South Wales,Ute / Tray,2,4,29990,4,3.0,Australia
Kia,2018,Carnival,Wagon,2018 Kia Carnival S,USED,Automatic,Front,Unleaded,11.6,63215,Silver / -,New South Wales,Wagon,4,8,34880,6,3.3,Australia
Audi,2019,Q2,SUV,2019 Audi Q2 35 Tfsi Design (1.4 Tfsi),USED,Automatic,Front,Premium,5.3,38049,Grey / Black,New South Wales,SUV,4,5,37880,4,1.4,Australia
Mazda,2023,CX-5,Liverpool Mazda New Cars,2023 Mazda CX-5 Maxx Sport (awd),NEW,Automatic,AWD,Unleaded,7.5,4,Red / -,New South Wales,SUV,4,5,47162,4,2.5,Australia
Porsche,2007,Cayenne,SUV,2007 Porsche Cayenne S,USED,Automatic,AWD,Premium,13.7,206149,Silver / Black,New South Wales,SUV,4,5,18890,8,4.8,Australia
Mitsubishi,2018,Pajero,SUV,2018 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,USED,Automatic,4WD,Diesel,8.0,182833,Red / -,New South Wales,SUV,4,5,32950,4,2.4,Australia
Ford,2015,Kuga,SUV,2015 Ford Kuga Ambiente (fwd),USED,Automatic,Front,Premium,7.2,120656,White / Black Cloth,New South Wales,SUV,4,5,14950,4,1.5,Australia
Toyota,2015,HiAce,Commercial,2015 Toyota HiAce LWB,USED,Automatic,Rear,Diesel,8.0,174988,White / -,New South Wales,Commercial,4,2,32990,4,3.0,Australia
Holden,2012,Cruze,Hatchback,2012 Holden Cruze CD Equipe,USED,Manual,Front,Unleaded,7.0,144613,Blue / -,New South Wales,Hatchback,5,5,6999,4,1.8,Australia
Subaru,2014,Outback,SUV,2014 Subaru Outback 2.0D Premium,USED,Automatic,AWD,Diesel,6.5,200507,Grey / -,New South Wales,SUV,4,5,15990,4,2.0,Australia
Ford,2013,Focus,Hatchback,2013 Ford Focus Trend,USED,Automatic,Front,Unleaded,6.6,105228,White / Black,New South Wales,Hatchback,5,5,14995,4,2.0,Australia
Volkswagen,2021,Tiguan,SUV,2021 Volkswagen Tiguan 110TSI Life,USED,Automatic,Front,Premium,7.7,27875,White / Cloth,New South Wales,SUV,4,5,37990,4,1.4,Australia
Isuzu,2014,MU-X,SUV,2014 Isuzu MU-X LS-T (4X4),USED,Automatic,4WD,Diesel,8.4,152657,White / -,New South Wales,SUV,4,7,32999,4,3.0,Australia
Hyundai,2015,Iload,Commercial,2015 Hyundai Iload,USED,Automatic,Rear,Diesel,8.8,262568,White / Grey Cloth,New South Wales,Commercial,4,3,15999,4,2.5,Australia
Hyundai,2014,I30,Wagon,2014 Hyundai I30 Tourer Active 1.6 GDI,USED,Automatic,Front,Unleaded,6.9,98868,Silver / -,New South Wales,Wagon,4,5,16999,4,1.6,Australia
Ford,2007,Falcon,Sedan,2007 Ford Falcon XT,USED,Automatic,Rear,Unleaded,10.9,229860,Grey / -,New South Wales,Sedan,4,5,5990,6,4.0,Australia
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,4WD,Diesel,8.9,132249,Black / -,New South Wales,Ute / Tray,4,5,48800,5,3.2,Australia
LDV,2022,T60,Col Crawford LDV - New/Demo,2022 LDV T60 MAX Luxe (4X4),DEMO,Automatic,4WD,Diesel,9.3,15,Orange / -,New South Wales,Ute / Tray,4,5,38384,4,2.0,Australia
Toyota,2017,Camry,Sedan,2017 Toyota Camry RZ S.e.,USED,Automatic,Front,Unleaded,7.8,54350,White / Cloth,New South Wales,Sedan,4,5,24990,4,2.5,Australia
BMW,2020,M440I,Coupe,2020 BMW M440I Xdrive,USED,Automatic,AWD,Premium,7.8,15872,Black / Black,New South Wales,Coupe,2,4,99900,6,3.0,Australia
Mitsubishi,2023,Outlander,McGrath Mitsubishi Liverpool New Cars,2023 Mitsubishi Outlander ES 5 Seat (2WD),DEMO,Automatic,Front,Unleaded,7.5,5,Black / -,New South Wales,SUV,4,5,43870,4,2.5,Australia
Mitsubishi,2011,Lancer,Hatchback,2011 Mitsubishi Lancer VR Sportback,USED,Manual,Front,Unleaded,7.9,230000,- / -,New South Wales,Hatchback,5,5,5500,4,2.0,Australia
Toyota,2019,Kluger,SUV,2019 Toyota Kluger GXL (4X2),USED,Automatic,Front,Unleaded,9.1,56460,White / Black,New South Wales,SUV,4,7,42888,6,3.5,Australia
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger Raptor X 2.0 (4X4),USED,Automatic,4WD,Diesel,8.2,16399,Black / -,New South Wales,Ute / Tray,4,5,72990,4,2.0,Australia
BMW,2013,320I,Wagon,2013 BMW 320I Touring Sport Line,USED,Automatic,Rear,Premium,6.2,102446,Black / Black Leather,New South Wales,Wagon,4,5,24990,4,2.0,Australia
Mitsubishi,2017,ASX,SUV,2017 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,7.4,160013,Grey / -,New South Wales,SUV,4,5,19990,4,2.0,Australia
Honda,2012,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,Front,Unleaded,6.6,64912,Green / Grey,New South Wales,Hatchback,5,5,13990,4,1.3,Australia
Hyundai,2014,IX35,SUV,2014 Hyundai IX35 SE (fwd),USED,Automatic,Front,Unleaded,8.4,64896,Red / Black,New South Wales,SUV,4,5,18990,4,2.0,Australia
Hyundai,2012,IX35,SUV,2012 Hyundai IX35 Highlander (awd),USED,Automatic,AWD,Diesel,7.5,79998,Green / Black,New South Wales,SUV,4,5,19990,4,2.0,Australia
Mazda,2023,CX-30,Rockdale Mazda New,2023 Mazda CX-30 G25 Touring (awd),NEW,Automatic,AWD,Unleaded,6.8,7,Grey / Black Leather,New South Wales,SUV,4,5,46988,4,2.5,Australia
Toyota,2005,Camry,Sedan,2005 Toyota Camry Sportivo,USED,Automatic,Front,Unleaded,8.8,246947,Gold / -,New South Wales,Sedan,4,5,5999,4,2.4,Australia
Volkswagen,2011,Polo,Hatchback,2011 Volkswagen Polo 66 TDI Comfortline,USED,Manual,Front,Diesel,4.7,144255,Grey / -,New South Wales,Hatchback,5,5,7999,4,1.6,Australia
Mazda,2015,3,Hatchback,2015 Mazda 3 SP25 GT,USED,Automatic,Front,Unleaded,6.1,167670,Red / Black Leather,New South Wales,Hatchback,5,5,16990,4,2.5,Australia
Mitsubishi,2022,Triton,Suttons Mitsubishi Arncliffe- New/Demo,2022 Mitsubishi Triton GSR (4X4),DEMO,Automatic,4WD,Diesel,8.6,10,Orange / Black Leather,New South Wales,Ute / Tray,4,5,67990,4,2.4,Australia
Mitsubishi,2021,ASX,SUV,2021 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,7.6,58908,Silver / -,New South Wales,SUV,4,5,25480,4,2.0,Australia
Audi,2021,A6,Sedan,2021 Audi A6 45 Tfsi Quattro S Line Mhev,USED,Automatic,AWD,Hybrid,7.3,16896,Black / Black,New South Wales,Sedan,4,5,85880,4,2.0,Australia
Kia,2020,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,Front,Unleaded,10.8,5578,White / -,New South Wales,Wagon,4,8,39888,6,3.3,Australia
Ford,2013,Territory,SUV,2013 Ford Territory Titanium (rwd),USED,Automatic,Rear,Diesel,8.2,152258,- / Black Leather,New South Wales,SUV,4,7,22995,6,2.7,Australia
Audi,2021,A4,Sedan,2021 Audi A4 35 Tfsi S Line Mhev,USED,Automatic,Front,Premium,6.1,29945,White / Black,New South Wales,Sedan,4,5,57990,4,2.0,Australia
Toyota,2012,HiAce,Commercial,2012 Toyota HiAce LWB,USED,Automatic,Rear,Unleaded,11.6,137912,White / Black,New South Wales,Commercial,4,3,24995,4,2.7,Australia
Subaru,2018,WRX,Sedan,2018 Subaru WRX Premium (awd),USED,Manual,AWD,Premium,9.2,99265,Blue / Black Leather,New South Wales,Sedan,4,5,39995,4,2.0,Australia
LDV,2021,G10,Commercial,2021 LDV G10 Barn Door,USED,Automatic,Rear,Diesel,8.6,44316,White / -,New South Wales,Commercial,4,2,26888,4,1.9,Australia
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST 7 Seat (2WD) (5YR),USED,Automatic,Front,Unleaded,8.1,74178,Silver / -,New South Wales,SUV,4,7,25888,4,2.5,Australia
Mitsubishi,2021,ASX,SUV,2021 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,7.6,55949,Blue / -,New South Wales,SUV,4,5,25490,4,2.0,Australia
Toyota,2015,Hiace,Commercial,2015 Toyota Hiace Slwb,USED,Automatic,Rear,Diesel,8.0,274630,White / -,New South Wales,Commercial,4,2,33990,4,3.0,Australia
Hyundai,2023,Palisade,Sinclair Hyundai New Cars,2023 Hyundai Palisade Elite (8 Seat),NEW,Automatic,AWD,Diesel,7.3,12,White / -,New South Wales,SUV,4,8,75533,4,2.2,Australia
Holden,2005,Commodore,Sedan,2005 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,11.5,170072,- / -,New South Wales,Sedan,4,5,10950,6,3.6,Australia
Holden,2011,Epica,Sedan,2011 Holden Epica CDX,USED,Automatic,Front,Diesel,7.6,157000,Silver / -,New South Wales,Sedan,4,5,8888,4,2.0,Australia
Kia,2018,Sportage,SUV,2018 Kia Sportage SI (fwd),USED,Automatic,Front,Unleaded,7.9,32237,White / -,New South Wales,SUV,4,5,27990,4,2.0,Australia
Land,2018,Rover,SUV,2018 Land Rover Range Rover Evoque D150 R-Dynamic S (110KW),USED,Automatic,AWD,Diesel,5.7,83441,Grey / -,New South Wales,SUV,4,5,58999,4,2.0,Australia
Honda,2006,Odyssey,Wagon,2006 Honda Odyssey Luxury,USED,Automatic,Front,Unleaded,9.4,210358,Silver / -,New South Wales,Wagon,4,7,7777,4,2.4,Australia
Audi,2015,A6,Sedan,2015 Audi A6 3.0 TDI Biturbo Quattro,USED,Automatic,AWD,Diesel,6.1,91234,White / -,New South Wales,Sedan,4,5,39888,6,3.0,Australia
Mazda,2023,CX-9,Sutherland Mazda New Cars,2023 Mazda CX-9 Touring (awd),DEMO,Automatic,AWD,Unleaded,8.8,120,Grey / -,New South Wales,SUV,4,7,66500,4,2.5,Australia
Mercedes-Benz,1989,560,Convertible,1989 Mercedes-Benz 560 SL,USED,Automatic,Rear,Unleaded,17.0,198000,Beige / -,New South Wales,Convertible,2,2,59999,8,5.5,Australia
Holden,1994,Commodore,Sedan,1994 Holden Commodore Acclaim,USED,Automatic,Rear,Unleaded,12.0,48835,White / Grey,New South Wales,Sedan,4,5,16950,6,3.8,Australia
Toyota,2005,HiAce,Commercial,2005 Toyota HiAce Slwb,USED,Automatic,Rear,Diesel,0.0,202406,Silver / Black,New South Wales,Commercial,4,3,21900,4,2.5,Australia
Holden,2015,Captiva,SUV,2015 Holden Captiva 7 LTZ (4X4),USED,Automatic,AWD,Diesel,8.1,167691,Silver / -,New South Wales,SUV,4,7,15995,4,2.2,Australia
Hyundai,2022,Tucson,Suttons Hyundai Arncliffe- New/Demo,2022 Hyundai Tucson Elite N Line (awd),NEW,Automatic,AWD,Diesel,6.3,10,Red / Black,New South Wales,SUV,4,5,53044,4,2.0,Australia
Nissan,2014,Pulsar,Sedan,2014 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,6.7,140219,Blue / -,New South Wales,Sedan,4,5,13990,4,1.8,Australia
Mitsubishi,2022,Triton,Alto Mitsubishi Pennant Hills New Cars,2022 Mitsubishi Triton GLS (4X4) Sport Edition,DEMO,Automatic,4WD,Diesel,8.6,1038,White / Black,New South Wales,Ute / Tray,4,5,60880,4,2.4,Australia
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,Rear,Unleaded,10.6,167095,Blue / Grey,New South Wales,SUV,4,5,10499,6,4.0,Australia
Kia,2014,Sportage,SUV,2014 Kia Sportage SI Premium (fwd),USED,Automatic,Front,Unleaded,8.8,186712,Blue / -,New South Wales,SUV,4,5,14999,4,2.0,Australia
Mitsubishi,2023,Triton,Suttons Mitsubishi Arncliffe- New/Demo,2023 Mitsubishi Triton Glx+ (4X4),NEW,Automatic,4WD,Diesel,8.6,10,Silver / Black Cloth,New South Wales,Ute / Tray,4,5,52710,4,2.4,Australia
Suzuki,2022,Swift,Peter Warren Suzuki,2022 Suzuki Swift GL Navi Plus,NEW,Automatic,Front,Unleaded,4.8,15,Blue / Cloth,New South Wales,Hatchback,5,5,28085,4,1.2,Australia
Volkswagen,2022,Tiguan,Liverpool Volkswagen New Cars,2022 Volkswagen Tiguan 110TSI Life,DEMO,Automatic,Front,Premium,7.7,21,White / -,New South Wales,SUV,4,5,40990,4,1.4,Australia
Honda,2007,CR-V,SUV,2007 Honda CR-V (4X4) Luxury,USED,Automatic,4WD,Unleaded,10.0,225950,Silver / -,New South Wales,SUV,4,5,10990,4,2.4,Australia
Mazda,2023,CX-5,Liverpool Mazda New Cars,2023 Mazda CX-5 Maxx Sport (awd),DEMO,Automatic,AWD,Unleaded,7.5,2,Blue / -,New South Wales,SUV,4,5,46346,4,2.5,Australia
Volvo,2014,XC90,SUV,2014 Volvo XC90 D5 R-Design,USED,Automatic,AWD,Diesel,9.6,231419,Blue / -,New South Wales,SUV,4,7,12499,5,2.4,Australia
Subaru,2009,Impreza,Hatchback,2009 Subaru Impreza WRX (awd),USED,Manual,AWD,Premium,10.7,108602,White / -,New South Wales,Hatchback,5,5,17995,4,2.5,Australia
Audi,2011,A3,Hatchback,2011 Audi A3 Sportback 2.0 TDI Ambition,USED,Automatic,Front,Diesel,5.7,147000,White / -,New South Wales,Hatchback,5,5,9800,4,2.0,Australia
Hyundai,2012,IX35,SUV,2012 Hyundai IX35 Active (fwd),USED,Automatic,Front,Unleaded,8.5,99581,Black / -,New South Wales,SUV,4,5,13995,4,2.0,Australia
Audi,2009,A6,Sedan,2009 Audi A6 2.0 Tfsi,USED,Automatic,Front,Premium,8.5,114000,Black / -,New South Wales,Sedan,4,5,8200,4,2.0,Australia
Toyota,2007,Hiace,Commercial,2007 Toyota Hiace Slwb,USED,Manual,Rear,Unleaded,12.4,354238,White / -,New South Wales,Commercial,4,3,14990,4,2.7,Australia
Subaru,2018,Outback,SUV,2018 Subaru Outback 3.6R,USED,Automatic,AWD,Unleaded,9.9,45376,Blue / Grey,New South Wales,SUV,4,5,41990,6,3.6,Australia
Kia,2019,Cerato,Sedan,2019 Kia Cerato S Safety Pack,USED,Automatic,Front,Unleaded,7.4,53781,Blue / -,New South Wales,Sedan,4,5,23490,4,2.0,Australia
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,6.1,84779,Silver / -,New South Wales,Hatchback,5,5,22900,4,1.8,Australia
Nissan,2008,Dualis,SUV,2008 Nissan Dualis ST (4X4),USED,Automatic,AWD,Unleaded,8.5,190400,Silver / Grey,New South Wales,SUV,4,5,8000,4,2.0,Australia
Mitsubishi,2023,Triton,McGrath Mitsubishi Liverpool New Cars,2023 Mitsubishi Triton GLS (4X4) Sport Edition,DEMO,Automatic,4WD,Diesel,8.6,13,Black / -,New South Wales,Ute / Tray,4,5,59990,4,2.4,Australia
Mini,2012,Cooper,Hatchback,2012 Mini Cooper S,USED,Automatic,Front,Premium,6.7,154822,Silver / Black,New South Wales,Hatchback,2,4,13990,4,1.6,Australia
Holden,2008,Calais,Sedan,2008 Holden Calais V 60TH Anniversary,USED,Automatic,Rear,Premium,14.6,101000,Green / -,New South Wales,Sedan,4,5,24999,8,6.0,Australia
Toyota,2015,Landcruiser,SUV,2015 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8.5,252019,White / -,New South Wales,SUV,4,7,39990,4,3.0,Australia
Mercedes-Benz,2011,E250,Coupe,2011 Mercedes-Benz E250 CDI Elegance,USED,Automatic,Rear,Diesel,6.3,133573,Silver / -,New South Wales,Coupe,2,4,19500,4,2.1,Australia
Mini,2012,Cooper,Hatchback,2012 Mini Cooper RAY,USED,Automatic,Front,Premium,6.7,52951,White / -,New South Wales,Hatchback,2,4,16990,4,1.6,Australia
BMW,2016,125I,Hatchback,2016 BMW 125I Sportline,USED,Automatic,Rear,Premium,6.7,43754,Silver / -,New South Wales,Hatchback,5,5,26998,4,2.0,Australia
Mitsubishi,2022,Triton,Suttons Mitsubishi Arncliffe- New/Demo,2022 Mitsubishi Triton GSR (4X4),DEMO,Automatic,4WD,Diesel,8.6,1327,White / Black/Tan Orange Leather,New South Wales,Ute / Tray,4,5,65888,4,2.4,Australia
Hyundai,2022,Santa,Sinclair Hyundai New Cars,2022 Hyundai Santa FE Elite Crdi (awd),NEW,Automatic,AWD,Diesel,6.1,12,Blue / -,New South Wales,SUV,4,7,65863,4,2.2,Australia
Honda,2007,Civic,Hatchback,2007 Honda Civic Type R,USED,Manual,Front,Premium,9.3,185326,Black / -,New South Wales,Hatchback,3,4,12999,4,2.0,Australia
Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,4.2,95071,Silver / -,New South Wales,Hatchback,5,5,28999,4,1.8,Australia
Toyota,2013,Hilux,Ute / Tray,2013 Toyota Hilux Workmate,USED,Manual,Rear,Unleaded,11.0,149747,White / -,New South Wales,Ute / Tray,2,3,24950,4,2.7,Australia
Mitsubishi,2023,Triton,Suttons Mitsubishi Arncliffe- New/Demo,2023 Mitsubishi Triton GLS (4X4),NEW,Automatic,4WD,Diesel,8.6,10,Blue / Black Leather,New South Wales,Ute / Tray,4,5,59230,4,2.4,Australia
Volkswagen,2017,Tiguan,SUV,2017 Volkswagen Tiguan 132 TSI Comfortline,USED,Automatic,AWD,Premium,7.5,78335,Silver / -,New South Wales,SUV,4,5,33990,4,2.0,Australia
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,Front,Diesel,7.6,55702,Silver / -,New South Wales,Wagon,4,8,44990,4,2.2,Australia
